index,product_id,product_name,brand_name,swatch_group,amount_a,unit_a,price,internal_product_id,rating,product_reviews,n_loves,lvl_0_cat,lvl_1_cat,lvl_2_cat,sku,amount_b,unit_b,product_multiplier,amount_adj,unit_price,prod_size_rank
25,111902,"Lights, Camera, Lashes™ 4-in-1 Mascara",tarte,standard size,0.24,floz,34.0,1,4.166899999999999,6600.0,115100.0,Makeup,Eye,Mascara,['2585651' '862417'],7.0,ml,1.0,0.24,141.66666666666669,999.0
26,11487778,With Gratitude Dewy Lip Balm,Rare Beauty by Selena Gomez,standard size,0.1,oz,21.0,1,3.5679,1200.0,179000.0,Makeup,Lip,Lip Balms & Treatments,['2354173' '2362366' '2362374' '2362382' '2362390'],2.8,g,1.0,0.1,210.0,347.0
27,11546878,Prep + Prime Natural Radiance,MAC Cosmetics,standard size,1.7,oz,59.5,1,4.4118,17.0,2700.0,Makeup,Face,Face Primer,['2097657'],50.0,ml,1.0,1.7,35.0,3597.0
28,117410,euphoria,Calvin Klein,standard size,1.7,oz,106.0,1,4.5678,590.0,18400.0,Fragrance,Women,Perfume,['876169'],50.0,ml,1.0,1.7,62.35294117647059,3598.0
29,12045,Grape Water Moisturizing Face Mist,Caudalie,mini size,2.5,oz,14.0,1,4.447499999999999,1700.0,149400.0,Skincare,Moisturizers,Mists & Essences,['1434190'],75.0,ml,1.0,2.5,5.6,4672.0
30,122345,for her Eau de Parfum,Narciso Rodriguez,standard size,1.6,oz,137.0,1,4.4204,333.0,28800.0,Fragrance,Women,Perfume,['884569'],50.0,ml,1.0,1.6,85.625,3378.0
31,122345,for her Eau de Parfum,Narciso Rodriguez,standard size,3.3,oz,175.0,1,4.4204,333.0,28800.0,Fragrance,Women,Perfume,['884544'],100.0,ml,1.0,3.3,53.03030303030303,4999.0
32,122651,Clarifying Lotion 1,CLINIQUE,standard size,6.7,oz,28.0,1,4.517400000000001,201.0,7800.0,Skincare,Cleansers,Toners,['1295690'],200.0,ml,1.0,6.7,4.17910447761194,6159.0
33,122651,Clarifying Lotion 1,CLINIQUE,standard size,13.5,oz,44.0,1,4.517400000000001,201.0,7800.0,Skincare,Cleansers,Toners,['1295658'],400.0,ml,1.0,13.5,3.259259259259259,6928.0
34,122654,Deep Comfort Body Butter,CLINIQUE,standard size,6.7,oz,52.0,1,4.698,245.0,10600.0,Bath & Body,Body Moisturizers,Body Lotions & Body Oils,['637025'],200.0,ml,1.0,6.7,7.7611940298507465,6160.0
35,122665,Face Scrub,CLINIQUE,standard size,3.4,oz,35.0,1,4.732100000000001,168.0,4800.0,Skincare,Cleansers,Exfoliators,['50997'],100.0,ml,1.0,3.4,10.294117647058824,5155.0
36,122683,Oil Control Mattifying Moisturizer,CLINIQUE,standard size,3.4,oz,49.0,1,4.2083,48.0,2700.0,Skincare,Moisturizers,Moisturizers,['1580802'],100.0,ml,1.0,3.4,14.411764705882353,5156.0
37,122694,Line Smoothing Concealer,CLINIQUE,standard size,0.31,oz,35.5,1,4.0591,711.0,16800.0,Makeup,Face,Concealer,['472597' '472605'],9.0,ml,1.0,0.31,114.51612903225806,1343.0
38,122718,Exfoliating Face Scrub,CLINIQUE,standard size,3.4,oz,35.0,1,4.6102,1200.0,42900.0,Skincare,Cleansers,Exfoliators,['579490'],100.0,ml,1.0,3.4,10.294117647058824,5157.0
39,122727,Repairwear™ Anti-Gravity Eye Cream,CLINIQUE,standard size,0.5,oz,73.0,1,4.1585,284.0,12000.0,Skincare,Eye Care,Eye Creams & Treatments,['502443'],15.0,ml,1.0,0.5,146.0,1994.0
40,122736,Superpowder Double Face Makeup Foundation,CLINIQUE,standard size,0.35,oz,51.5,1,4.3164,708.0,28200.0,Makeup,Face,Foundation,['51904' '51938' '479774' '479782' '51946' '51979'],10.5,g,1.0,0.35,147.14285714285714,1826.0
41,122740,Superbalanced™ Makeup Foundation,CLINIQUE,standard size,1.0,oz,47.5,1,4.1886,933.0,23200.0,Makeup,Face,Foundation,"['479733' '126441' '52852' '52928' '52936' '126458' '52944' '52977'
 '479758' '52985' '52969' '52951' '53017' '52993']",30.0,ml,1.0,1.0,47.5,2515.0
42,122751,Almost Lipstick,CLINIQUE,standard size,0.07,oz,31.5,1,4.4156,4200.0,244100.0,Makeup,Lip,Lipstick,['70680' '1719251'],2.0,g,1.0,0.07,449.99999999999994,264.0
43,122761,Exfoliating Tonic,CLINIQUE,standard size,6.7,oz,28.0,1,4.5417,48.0,3100.0,Skincare,Cleansers,Exfoliators,['50765' '50773'],198.0,ml,1.0,6.7,4.17910447761194,6161.0
44,122762,Rinse-Off Foaming Cleanser,CLINIQUE,standard size,5.0,oz,33.0,1,4.4939,826.0,19100.0,Skincare,Cleansers,Face Wash & Cleansers,['47860'],150.0,ml,1.0,5.0,6.6,5743.0
45,122765,Quickliner™ For Eyes Eyeliner,CLINIQUE,standard size,0.01,oz,33.0,1,4.2642,1500.0,23600.0,Makeup,Eye,Eyeliner,['557413' '557371' '203448' '203455'],0.28,g,1.0,0.01,3300.0,53.0
46,122774,All About Eyes™ Eye Cream,CLINIQUE,standard size,0.5,oz,50.0,1,4.0702,1600.0,33000.0,Skincare,Eye Care,Eye Creams & Treatments,['126581'],15.0,ml,1.0,0.5,100.0,1995.0
47,122774,All About Eyes™ Eye Cream,CLINIQUE,standard size,1.0,oz,81.0,1,4.0702,1600.0,33000.0,Skincare,Eye Care,Eye Creams & Treatments,['711283'],30.0,ml,1.0,1.0,81.0,2516.0
48,122782,Repairwear™ Intensive Lip Treatment,CLINIQUE,standard size,0.14,oz,43.0,1,4.2747,273.0,15700.0,Skincare,Lip Balms & Treatments,,['883306'],4.0,g,1.0,0.14,307.1428571428571,600.0
49,122806,Broad Spectrum SPF 21 Moisturizer,CLINIQUE,standard size,3.4,oz,49.0,1,4.3529,68.0,3200.0,Skincare,Moisturizers,Moisturizers,['882506'],100.0,ml,1.0,3.4,14.411764705882353,5158.0
50,122876,Clarifying Lotion 4,CLINIQUE,standard size,6.7,oz,28.0,1,4.370000000000001,227.0,5600.0,Skincare,Cleansers,Toners,['1295724'],200.0,ml,1.0,6.7,4.17910447761194,6162.0
51,122876,Clarifying Lotion 4,CLINIQUE,standard size,13.5,oz,44.0,1,4.370000000000001,227.0,5600.0,Skincare,Cleansers,Toners,['1295682'],400.0,ml,1.0,13.5,3.259259259259259,6929.0
52,122881,Clarifying Lotion 3,CLINIQUE,standard size,6.7,oz,28.0,1,4.319599999999999,920.0,25000.0,Skincare,Cleansers,Toners,['1295716'],200.0,ml,1.0,6.7,4.17910447761194,6163.0
53,122881,Clarifying Lotion 3,CLINIQUE,standard size,13.5,oz,44.0,1,4.319599999999999,920.0,25000.0,Skincare,Cleansers,Toners,['1295674'],400.0,ml,1.0,13.5,3.259259259259259,6930.0
54,122881,Clarifying Lotion 3,CLINIQUE,value size,16.5,oz,48.5,1,4.319599999999999,920.0,25000.0,Skincare,Cleansers,Toners,['1438779'],487.0,ml,1.0,16.5,2.9393939393939394,6982.0
55,122882,Clarifying Lotion 2,CLINIQUE,standard size,6.7,oz,28.0,1,4.3787,1400.0,39700.0,Skincare,Cleansers,Toners,['1295708'],200.0,ml,1.0,6.7,4.17910447761194,6164.0
56,122882,Clarifying Lotion 2,CLINIQUE,standard size,13.5,oz,44.0,1,4.3787,1400.0,39700.0,Skincare,Cleansers,Toners,['1295666'],400.0,ml,1.0,13.5,3.259259259259259,6931.0
57,122882,Clarifying Lotion 2,CLINIQUE,value size,16.5,oz,48.5,1,4.3787,1400.0,39700.0,Skincare,Cleansers,Toners,['1438761'],487.0,ml,1.0,16.5,2.9393939393939394,6983.0
58,122912,High Impact Mascara,CLINIQUE,mini size,0.14,oz,18.0,1,4.2841,2800.0,48500.0,Makeup,Eye,Mascara,['2554525'],3.5,ml,1.0,0.14,128.57142857142856,601.0
59,122914,"Airbrush Concealer Illuminates, Perfects",CLINIQUE,standard size,0.05,oz,38.0,1,4.1749,463.0,21500.0,Makeup,Face,Concealer,['685891' '796730'],1.5,ml,1.0,0.05,760.0,214.0
60,12295,Sugar Face Polish Exfoliator,fresh,mini size,1.0,oz,35.0,1,4.521,1100.0,78600.0,Skincare,Cleansers,Exfoliators,['1933696'],30.0,g,1.0,1.0,35.0,2517.0
61,12295,Sugar Face Polish Exfoliator,fresh,standard size,4.4,oz,87.0,1,4.521,1100.0,78600.0,Skincare,Cleansers,Exfoliators,['562082'],125.0,g,1.0,4.4,19.77272727272727,5714.0
62,12336,Rose Face Mask,fresh,mini size,1.0,oz,35.0,1,4.1904,2400.0,126000.0,Skincare,Masks,Face Masks,['1933688'],30.0,ml,1.0,1.0,35.0,2518.0
63,12336,Rose Face Mask,fresh,standard size,3.3,oz,87.0,1,4.1904,2400.0,126000.0,Skincare,Masks,Face Masks,['562090'],100.0,ml,1.0,3.3,26.363636363636363,5000.0
64,12420,Light Blue Eau de Toilette Spray,Dolce&Gabbana,mini size,0.33,oz,41.0,1,4.5454,3100.0,141200.0,Fragrance,Women,Perfume,['2408250'],10.0,ml,1.0,0.33,124.24242424242424,1399.0
65,12420,Light Blue Eau de Toilette Spray,Dolce&Gabbana,mini size,0.8,oz,91.0,1,4.5454,3100.0,141200.0,Fragrance,Women,Perfume,['666099'],25.0,ml,1.0,0.8,113.75,2430.0
66,12420,Light Blue Eau de Toilette Spray,Dolce&Gabbana,standard size,1.6,oz,118.0,1,4.5454,3100.0,141200.0,Fragrance,Women,Perfume,['563320'],50.0,ml,1.0,1.6,73.75,3379.0
67,12420,Light Blue Eau de Toilette Spray,Dolce&Gabbana,standard size,3.3,oz,149.0,1,4.5454,3100.0,141200.0,Fragrance,Women,Perfume,['563338'],100.0,ml,1.0,3.3,45.151515151515156,5001.0
68,12420,Light Blue Eau de Toilette Spray,Dolce&Gabbana,value size,6.7,oz,168.0,1,4.5454,3100.0,141200.0,Fragrance,Women,Perfume,['1691146'],200.0,ml,1.0,6.7,25.07462686567164,6165.0
69,12430,Acqua di Giò Eau de Toilette Spray,Armani Beauty,standard size,1.7,oz,115.0,1,4.7411,1700.0,31800.0,Fragrance,Men,Cologne,['397281'],50.0,ml,1.0,1.7,67.64705882352942,3599.0
70,12430,Acqua di Giò Eau de Toilette Spray,Armani Beauty,standard size,3.4,oz,150.0,1,4.7411,1700.0,31800.0,Fragrance,Men,Cologne,['397299'],100.0,ml,1.0,3.4,44.11764705882353,5159.0
71,12436,Polo Eau de Toilette,Ralph Lauren,standard size,4.0,oz,125.0,1,4.4,50.0,1500.0,Fragrance,Men,Cologne,['150722'],120.0,ml,1.0,4.0,31.25,5537.0
72,124904,Polo Black Eau de Toilette,Ralph Lauren,standard size,4.2,oz,130.0,1,4.8,120.0,4600.0,Fragrance,Men,Cologne,['873125'],125.0,ml,1.0,4.2,30.952380952380953,5647.0
73,12568,"All-Over Wash For Face, Hair & Body",Jack Black,standard size,33.0,oz,70.0,1,4.6688,154.0,6700.0,Skincare,Cleansers,Face Wash & Cleansers,['1176197'],976.0,ml,1.0,33.0,2.121212121212121,7100.0
74,12569,Beard Lube® Conditioning Shave,Jack Black,standard size,16.0,oz,47.5,1,4.7796,481.0,8900.0,Skincare,Cleansers,Face Wash & Cleansers,['1222371'],473.0,ml,1.0,16.0,2.96875,6963.0
75,12571,Face Buff Energizing Scrub,Jack Black,standard size,6.0,oz,40.5,1,4.7623,265.0,10900.0,Skincare,Cleansers,Exfoliators,['1176205'],177.0,ml,1.0,6.0,6.75,6086.0
77,12654987,Extra Dimension Eye Shadow,MAC Cosmetics,standard size,0.05,oz,32.5,1,4.4,10.0,6800.0,Makeup,Eye,Eyeshadow,['2090777'],1.5,g,1.0,0.05,650.0,215.0
78,1272,Benetint Liquid Lip Blush & Cheek Tint,Benefit Cosmetics,standard size,0.2,oz,33.0,1,4.1603,4000.0,254100.0,Makeup,Cheek,Blush,['2465128' '2264638' '2313344' '2313336' '2520245'],6.0,ml,1.0,0.2,165.0,843.0
79,1272,Benetint Liquid Lip Blush & Cheek Tint,Benefit Cosmetics,value size,0.33,oz,45.0,1,4.1603,4000.0,254100.0,Makeup,Cheek,Blush,['108779'],10.0,g,1.0,0.33,136.36363636363635,1400.0
80,1273,Boi-ing Industrial Strength Full Coverage Cream Concealer,Benefit Cosmetics,standard size,0.1,oz,33.0,1,4.1727,4900.0,72800.0,Makeup,Face,Concealer,['1951425' '1951433' '1951441' '2086866' '2086874' '2086882'],2.8,g,1.0,0.1,330.0,348.0
81,12790,Laguna Talc-Free Bronzer Powder,NARS,mini size,0.038,oz,26.0,1,4.377,374.0,173700.0,Makeup,Cheek,Bronzer,['2670644' '2670651' '2670669' '2670677' '2670685'],3.5,g,1.0,0.038,684.2105263157895,151.0
82,12790,Laguna Talc-Free Bronzer Powder,NARS,standard size,0.038,oz,54.0,1,4.377,374.0,173700.0,Makeup,Cheek,Bronzer,"['2670552' '2670560' '2670578' '2670586' '2670594' '2670602' '2670610'
 '2670628' '2670636']",11.0,g,1.0,0.038,1421.0526315789475,152.0
83,12857,Rice Sake Bath,fresh,standard size,13.5,oz,109.0,1,4.305399999999999,167.0,18200.0,Bath & Body,Bath & Shower,Bath Soaks & Bubble Bath,['1032762'],400.0,ml,1.0,13.5,8.074074074074074,6932.0
84,128706,Cils Booster XL Super-Enhancing Mascara Primer,Lancôme,standard size,0.19,oz,43.0,1,4.4452,5000.0,120600.0,Makeup,Eye,Mascara,['2109965'],5.6,ml,1.0,0.19,226.31578947368422,826.0
85,13046537,Afterglow Lip Balm,NARS,standard size,0.1,oz,38.0,1,4.0194,1100.0,200100.0,Makeup,Lip,Lip Balms & Treatments,['2063758' '2296952' '2296911' '2296960' '2296937' '2296929'],3.0,g,1.0,0.1,380.0,349.0
86,13211222,Master Secret Glow® Highlighter,MAKEUP BY MARIO,standard size,0.05,oz,33.0,1,2.9563,206.0,32400.0,Makeup,Face,Highlighter,['2389708'],1.5,g,1.0,0.05,660.0,216.0
87,133707,24/7 Glide-On Waterproof Eyeliner Pencil,Urban Decay,standard size,0.04,oz,34.0,1,4.3752,17200.0,565700.0,Makeup,Eye,Eyeliner,"['1393693' '893263' '1499078' '1498641' '1393701' '1498765' '1051341'
 '1498823' '2131670' '1219534' '2083434' '2083459' '1971530' '2131662'
 '2083442' '1051333' '2235752' '2235745' '2235737' '2235729' '982124'
 '1498708' '1051325' '1498740' '1498815' '1498658' '1498757' '1498732']",1.2,g,1.0,0.04,850.0,156.0
88,136025,Burberry London,BURBERRY,standard size,1.7,oz,96.0,1,4.688600000000001,273.0,8600.0,Fragrance,Women,Perfume,['906677'],50.0,ml,1.0,1.7,56.470588235294116,3600.0
89,139000,All About Clean™ Liquid Facial Soap,CLINIQUE,standard size,6.7,oz,33.0,1,4.3679,2200.0,58900.0,Skincare,Cleansers,Face Wash & Cleansers,['899336' '899070' '899120'],200.0,ml,1.0,6.7,4.925373134328358,6166.0
90,139005,pores no more® pore refiner primer,Dr. Brandt Skincare,mini size,0.5,oz,34.0,1,4.264099999999999,3300.0,110100.0,Makeup,Face,Face Primer,['1640028'],15.0,ml,1.0,0.5,68.0,1996.0
91,144212,Armani Code Pour Femme,Armani Beauty,standard size,1.7,oz,152.0,1,4.595300000000001,645.0,23900.0,Fragrance,Women,Perfume,['912352'],50.0,ml,1.0,1.7,89.41176470588236,3601.0
92,144212,Armani Code Pour Femme,Armani Beauty,standard size,2.5,oz,175.0,1,4.595300000000001,645.0,23900.0,Fragrance,Women,Perfume,['912360'],75.0,ml,1.0,2.5,70.0,4673.0
93,14785236,Pro Longwear Paint Pot,MAC Cosmetics,standard size,0.17,oz,35.0,1,4.2881,59.0,11000.0,Makeup,Eye,Eyeshadow,['2091015' '2090983' '2090975' '2490068' '2091007' '2090991'],5.0,g,1.0,0.17,205.88235294117646,753.0
94,151107,Full Cover Concealer,MAKE UP FOR EVER,standard size,0.5,oz,46.0,1,4.3573,4900.0,121600.0,Makeup,Face,Concealer,"['1247204' '988808' '1247220' '909002' '1247238' '988816' '909010'
 '988824' '909028' '909036']",14.0,ml,1.0,0.5,92.0,1997.0
95,152203,Hand and Nail Cream,Caudalie,standard size,2.5,oz,22.0,1,4.5375,1400.0,61100.0,Bath & Body,Body Moisturizers,Hand Cream & Foot Cream,['941609'],75.0,ml,1.0,2.5,8.8,4674.0
96,152703,Smooth Operator™ Amazonian Clay Tinted Pressed Finishing Powder,tarte,standard size,0.39,oz,48.0,1,4.1933,978.0,29600.0,Makeup,Face,Setting Spray & Powder,['1659499' '1659507' '1659515' '1659523' '2413110' '2413128'],11.0,g,1.0,0.39,123.07692307692307,1889.0
97,15411548,Prep + Prime Fix+ Primer and Setting Spray – Matte Finish,MAC Cosmetics,standard size,3.4,oz,42.0,1,3.6429,56.0,6800.0,Makeup,Face,Setting Spray & Powder,['2097640'],100.0,ml,1.0,3.4,12.352941176470589,5160.0
98,162529,London for Men,BURBERRY,standard size,1.7,oz,79.0,1,4.7653,98.0,4300.0,Fragrance,Men,Cologne,['952168'],50.0,ml,1.0,1.7,46.470588235294116,3602.0
99,162529,London for Men,BURBERRY,standard size,3.3,oz,98.0,1,4.7653,98.0,4300.0,Fragrance,Men,Cologne,['952184'],100.0,ml,1.0,3.3,29.6969696969697,5002.0
100,163103,Bright Crystal,Versace,mini size,0.3,oz,38.0,1,4.5335,2300.0,172000.0,Fragrance,Women,Perfume,['2198737'],10.0,ml,1.0,0.3,126.66666666666667,1259.0
101,163103,Bright Crystal,Versace,mini size,0.34,oz,42.0,1,4.5335,2300.0,172000.0,Fragrance,Women,Perfume,['1712918'],10.0,ml,1.0,0.34,123.52941176470587,1624.0
102,163103,Bright Crystal,Versace,standard size,1.0,oz,79.0,1,4.5335,2300.0,172000.0,Fragrance,Women,Perfume,['943555'],30.0,ml,1.0,1.0,79.0,2519.0
103,163103,Bright Crystal,Versace,standard size,1.7,oz,109.0,1,4.5335,2300.0,172000.0,Fragrance,Women,Perfume,['943571'],50.0,ml,1.0,1.7,64.11764705882354,3603.0
104,163103,Bright Crystal,Versace,standard size,3.0,oz,139.0,1,4.5335,2300.0,172000.0,Fragrance,Women,Perfume,['1063619'],90.0,ml,1.0,3.0,46.333333333333336,4880.0
105,163103,Bright Crystal,Versace,value size,6.7,oz,179.0,1,4.5335,2300.0,172000.0,Fragrance,Women,Perfume,['1766856'],198.0,ml,1.0,6.7,26.71641791044776,6167.0
106,164302,euphoria men,Calvin Klein,standard size,3.4,oz,121.0,1,4.4138,58.0,1500.0,Fragrance,Men,Cologne,['948075'],100.0,ml,1.0,3.4,35.588235294117645,5161.0
107,16875454,Studio Fix Fluid SPF 15,MAC Cosmetics,standard size,1.0,oz,52.5,1,4.106300000000001,207.0,24600.0,Makeup,Face,Foundation,"['2146538' '2096030' '2146546' '2146553' '2096022' '2146561' '2146579'
 '2146587' '2096014' '2096006' '2146595' '2095990' '2095982' '2095974'
 '2146603' '2096386' '2096394' '2096402' '2096410' '2146611' '2096428'
 '2096436' '2096444' '2096451' '2146629' '2146637' '2096469' '2096477'
 '2096485' '2096493' '2096501' '2096519' '2096527' '2093813' '2093821'
 '2093839' '2093847' '2093854' '2093862' '2093870' '2093888' '2093896'
 '2093904' '2093912' '2146645' '2093920' '2146652' '2093938' '2146660'
 '2096105' '2096097' '2096089' '2096071' '2096063' '2096055' '2146496'
 '2146504' '2096048' '2146520' '2146512']",30.0,ml,1.0,1.0,52.5,2520.0
108,169301,Versace Man Eau Fraiche,Versace,standard size,1.0,oz,76.0,1,4.8302,324.0,16000.0,Fragrance,Men,Cologne,['1068840'],30.0,ml,1.0,1.0,76.0,2521.0
109,169301,Versace Man Eau Fraiche,Versace,standard size,1.7,oz,96.0,1,4.8302,324.0,16000.0,Fragrance,Men,Cologne,['972638'],50.0,ml,1.0,1.7,56.470588235294116,3604.0
110,169301,Versace Man Eau Fraiche,Versace,standard size,3.4,oz,119.0,1,4.8302,324.0,16000.0,Fragrance,Men,Cologne,['972646'],100.0,ml,1.0,3.4,35.0,5162.0
111,169301,Versace Man Eau Fraiche,Versace,value size,6.7,oz,166.0,1,4.8302,324.0,16000.0,Fragrance,Men,Cologne,['1359306'],200.0,ml,1.0,6.7,24.776119402985074,6168.0
112,169812,Aqua Seal,MAKE UP FOR EVER,standard size,0.4,oz,28.5,1,4.1463,376.0,28700.0,Makeup,Eye,Eye Primer,['969352'],11.0,g,1.0,0.4,71.25,1896.0
113,17122237,Mineralize Blush,MAC Cosmetics,standard size,0.12,oz,45.0,1,4.7778,45.0,15700.0,Makeup,Cheek,Blush,"['2099109' '2099125' '2099117' '2099141' '2099133' '2093987' '2093961'
 '2093995' '2094001' '2093979']",3.2,g,1.0,0.12,375.0,482.0
114,171300,Pure Clean Daily Facial Cleanser,Jack Black,standard size,16.0,oz,47.5,1,4.5755,245.0,10600.0,Skincare,Cleansers,Face Wash & Cleansers,['1240464'],473.0,ml,1.0,16.0,2.96875,6964.0
115,173400,Classic - Shower Fresh,CLEAN RESERVE,standard size,2.0,oz,98.0,1,4.0357,224.0,4900.0,Fragrance,Women,Perfume,['2197002'],60.0,ml,1.0,2.0,49.0,4405.0
116,173652,Bio-Performance Advanced Super Revitalizing Cream,Shiseido,standard size,1.7,oz,115.0,1,4.5335,358.0,22900.0,Skincare,Moisturizers,Moisturizers,['1375450'],50.0,ml,1.0,1.7,67.64705882352942,3605.0
117,174213,Full-On™ Plumping Lip Polish Gloss,Buxom,standard size,0.15,oz,33.0,1,4.6244000000000005,12400.0,469400.0,Makeup,Lip,Lip Gloss,['1143692' '1577030' '980995' '1143304' '1577006' '1165315'],4.44,ml,1.0,0.15,220.0,666.0
